   ELEMENT       X-STR          Y-STR          XY-STR
   2947       -0.150E+03     -0.105E+02      0.130E+02
   2948       -0.137E+03     -0.868E+01      0.770E+01
   2949       -0.137E+03     -0.102E+02      0.155E+02
   2950       -0.124E+03     -0.839E+01      0.102E+02
   2951       -0.125E+03     -0.988E+01      0.177E+02
   2952       -0.112E+03     -0.804E+01      0.124E+02
   2953       -0.112E+03     -0.952E+01      0.197E+02
   2954       -0.990E+02     -0.764E+01      0.144E+02
   2955       -0.993E+02     -0.912E+01      0.214E+02
   2956       -0.865E+02     -0.721E+01      0.162E+02
   2957       -0.867E+02     -0.868E+01      0.230E+02
   2958       -0.740E+02     -0.673E+01      0.177E+02
   2959       -0.743E+02     -0.823E+01      0.243E+02
   2960       -0.616E+02     -0.624E+01      0.190E+02
   2961       -0.619E+02     -0.775E+01      0.253E+02
   2962       -0.493E+02     -0.572E+01      0.201E+02
   2963       -0.495E+02     -0.726E+01      0.262E+02
   2964       -0.369E+02     -0.519E+01      0.209E+02
   2965       -0.372E+02     -0.677E+01      0.268E+02
   2966       -0.246E+02     -0.465E+01      0.215E+02
   2967       -0.249E+02     -0.627E+01      0.272E+02
   2968       -0.123E+02     -0.411E+01      0.219E+02
   2969       -0.126E+02     -0.578E+01      0.273E+02
   2970        0.442E-02     -0.358E+01      0.221E+02
   2971       -0.283E+00     -0.530E+01      0.273E+02
   2972        0.123E+02     -0.306E+01      0.220E+02
   2973        0.120E+02     -0.484E+01      0.270E+02
   2974        0.247E+02     -0.256E+01      0.217E+02
   2975        0.244E+02     -0.439E+01      0.266E+02
   2976        0.370E+02     -0.207E+01      0.212E+02
   2977        0.367E+02     -0.396E+01      0.259E+02
   2978        0.494E+02     -0.161E+01      0.205E+02
   2979        0.491E+02     -0.356E+01      0.250E+02
   2980        0.619E+02     -0.117E+01      0.196E+02
   2981        0.615E+02     -0.319E+01      0.239E+02
   2982        0.744E+02     -0.766E+00      0.184E+02
   2983        0.740E+02     -0.285E+01      0.226E+02
   2984        0.869E+02     -0.389E+00      0.171E+02
   2985        0.865E+02     -0.254E+01      0.210E+02
   2986        0.995E+02     -0.436E-01      0.155E+02
   2987        0.991E+02     -0.226E+01      0.193E+02
   2988        0.112E+03      0.268E+00      0.138E+02
   2989        0.112E+03     -0.202E+01      0.174E+02
   2990        0.125E+03      0.544E+00      0.118E+02
   2991        0.124E+03     -0.182E+01      0.153E+02
   2992        0.138E+03      0.785E+00      0.962E+01
   2993        0.137E+03     -0.166E+01      0.129E+02
   2994        0.151E+03      0.988E+00      0.722E+01
   2995        0.150E+03     -0.154E+01      0.103E+02
   2996        0.163E+03      0.115E+01      0.462E+01
   2997        0.163E+03     -0.147E+01      0.757E+01
   2998        0.177E+03      0.127E+01      0.179E+01
   2999        0.176E+03     -0.144E+01      0.458E+01
   3000        0.190E+03      0.135E+01     -0.127E+01
   3001       -0.187E+03     -0.109E+02      0.442E+01
   3002       -0.173E+03     -0.917E+01     -0.963E+00
   3003       -0.173E+03     -0.108E+02      0.758E+01
   3004       -0.160E+03     -0.909E+01      0.225E+01
   3005       -0.160E+03     -0.106E+02      0.105E+02
   3006       -0.147E+03     -0.892E+01      0.525E+01
   3007       -0.148E+03     -0.104E+02      0.132E+02
   3008       -0.135E+03     -0.868E+01      0.801E+01
   3009       -0.135E+03     -0.102E+02      0.157E+02
   3010       -0.122E+03     -0.838E+01      0.105E+02
   3011       -0.122E+03     -0.982E+01      0.180E+02
   3012       -0.110E+03     -0.802E+01      0.128E+02
   3013       -0.110E+03     -0.945E+01      0.200E+02
   3014       -0.972E+02     -0.762E+01      0.149E+02
   3015       -0.975E+02     -0.904E+01      0.218E+02
   3016       -0.849E+02     -0.717E+01      0.167E+02
   3017       -0.852E+02     -0.860E+01      0.234E+02
   3018       -0.727E+02     -0.668E+01      0.182E+02
   3019       -0.730E+02     -0.813E+01      0.247E+02
   3020       -0.605E+02     -0.617E+01      0.196E+02
   3021       -0.608E+02     -0.764E+01      0.258E+02
   3022       -0.484E+02     -0.564E+01      0.207E+02
   3023       -0.487E+02     -0.715E+01      0.266E+02
   3024       -0.363E+02     -0.510E+01      0.215E+02
   3025       -0.366E+02     -0.665E+01      0.273E+02
   3026       -0.242E+02     -0.456E+01      0.221E+02
   3027       -0.245E+02     -0.615E+01      0.276E+02
   3028       -0.121E+02     -0.401E+01      0.225E+02
   3029       -0.124E+02     -0.566E+01      0.278E+02
   3030       -0.617E-01     -0.348E+01      0.226E+02
   3031       -0.345E+00     -0.518E+01      0.277E+02
   3032        0.120E+02     -0.296E+01      0.225E+02
   3033        0.117E+02     -0.471E+01      0.275E+02
   3034        0.242E+02     -0.245E+01      0.222E+02
   3035        0.239E+02     -0.427E+01      0.270E+02
   3036        0.363E+02     -0.197E+01      0.217E+02
   3037        0.360E+02     -0.385E+01      0.263E+02
   3038        0.485E+02     -0.152E+01      0.210E+02
   3039        0.482E+02     -0.346E+01      0.253E+02
   3040        0.607E+02     -0.109E+01      0.200E+02
   3041        0.604E+02     -0.310E+01      0.242E+02
   3042        0.730E+02     -0.689E+00      0.188E+02
   3043        0.727E+02     -0.277E+01      0.229E+02
   3044        0.853E+02     -0.323E+00      0.175E+02
   3045        0.850E+02     -0.247E+01      0.213E+02
   3046        0.977E+02      0.915E-02      0.159E+02
   3047        0.974E+02     -0.220E+01      0.195E+02
   3048        0.110E+03      0.308E+00      0.141E+02
   3049        0.110E+03     -0.197E+01      0.176E+02
   3050        0.123E+03      0.571E+00      0.121E+02
   3051        0.122E+03     -0.178E+01      0.154E+02
   3052        0.135E+03      0.800E+00      0.986E+01
   3053        0.135E+03     -0.163E+01      0.130E+02
   3054        0.148E+03      0.992E+00      0.743E+01
   3055        0.148E+03     -0.152E+01      0.104E+02
   3056        0.161E+03      0.115E+01      0.478E+01
   3057        0.160E+03     -0.145E+01      0.760E+01
   3058        0.173E+03      0.126E+01      0.191E+01
   3059        0.173E+03     -0.143E+01      0.456E+01
   3060        0.186E+03      0.134E+01     -0.120E+01
   3061       -0.183E+03     -0.108E+02      0.441E+01
   3062       -0.170E+03     -0.920E+01     -0.870E+00
   3063       -0.170E+03     -0.108E+02      0.766E+01
   3064       -0.157E+03     -0.911E+01      0.243E+01
   3065       -0.157E+03     -0.106E+02      0.107E+02
   3066       -0.145E+03     -0.894E+01      0.549E+01
   3067       -0.145E+03     -0.104E+02      0.135E+02
   3068       -0.132E+03     -0.869E+01      0.832E+01
   3069       -0.132E+03     -0.101E+02      0.160E+02
   3070       -0.120E+03     -0.838E+01      0.109E+02
   3071       -0.120E+03     -0.976E+01      0.183E+02
   3072       -0.108E+03     -0.801E+01      0.133E+02
   3073       -0.108E+03     -0.938E+01      0.204E+02
   3074       -0.954E+02     -0.758E+01      0.153E+02
   3075       -0.956E+02     -0.895E+01      0.222E+02
   3076       -0.834E+02     -0.712E+01      0.172E+02
   3077       -0.836E+02     -0.850E+01      0.238E+02
   3078       -0.714E+02     -0.662E+01      0.188E+02
   3079       -0.716E+02     -0.802E+01      0.252E+02
   3080       -0.595E+02     -0.610E+01      0.201E+02
   3081       -0.597E+02     -0.753E+01      0.263E+02
   3082       -0.476E+02     -0.555E+01      0.212E+02
   3083       -0.478E+02     -0.702E+01      0.271E+02
   3084       -0.357E+02     -0.500E+01      0.221E+02
   3085       -0.360E+02     -0.652E+01      0.277E+02
   3086       -0.239E+02     -0.445E+01      0.227E+02
   3087       -0.241E+02     -0.601E+01      0.281E+02
   3088       -0.120E+02     -0.390E+01      0.230E+02
   3089       -0.123E+02     -0.552E+01      0.283E+02
   3090       -0.143E+00     -0.336E+01      0.232E+02
   3091       -0.423E+00     -0.504E+01      0.282E+02
   3092        0.117E+02     -0.284E+01      0.231E+02
   3093        0.114E+02     -0.458E+01      0.279E+02
   3094        0.236E+02     -0.233E+01      0.227E+02
   3095        0.233E+02     -0.414E+01      0.274E+02
   3096        0.356E+02     -0.185E+01      0.222E+02
   3097        0.353E+02     -0.373E+01      0.266E+02
   3098        0.475E+02     -0.140E+01      0.214E+02
   3099        0.472E+02     -0.334E+01      0.257E+02
   3100        0.596E+02     -0.986E+00      0.204E+02
   3101        0.592E+02     -0.299E+01      0.245E+02
   3102        0.716E+02     -0.599E+00      0.192E+02
   3103        0.713E+02     -0.267E+01      0.231E+02
   3104        0.838E+02     -0.246E+00      0.178E+02
   3105        0.834E+02     -0.238E+01      0.216E+02
   3106        0.959E+02      0.724E-01      0.162E+02
   3107        0.956E+02     -0.213E+01      0.198E+02
   3108        0.108E+03      0.356E+00      0.144E+02
   3109        0.108E+03     -0.192E+01      0.178E+02
   3110        0.120E+03      0.605E+00      0.123E+02
   3111        0.120E+03     -0.174E+01      0.156E+02
   3112        0.133E+03      0.819E+00      0.101E+02
   3113        0.132E+03     -0.159E+01      0.131E+02
   3114        0.145E+03      0.999E+00      0.762E+01
   3115        0.145E+03     -0.149E+01      0.105E+02
   3116        0.158E+03      0.114E+01      0.493E+01
   3117        0.157E+03     -0.143E+01      0.762E+01
   3118        0.170E+03      0.125E+01      0.202E+01
   3119        0.170E+03     -0.141E+01      0.453E+01
   3120        0.183E+03      0.132E+01     -0.112E+01
   3121       -0.180E+03     -0.108E+02      0.441E+01
   3122       -0.167E+03     -0.923E+01     -0.774E+00
   3123       -0.167E+03     -0.107E+02      0.773E+01
   3124       -0.154E+03     -0.913E+01      0.261E+01
   3125       -0.154E+03     -0.106E+02      0.108E+02
   3126       -0.142E+03     -0.895E+01      0.575E+01
   3127       -0.142E+03     -0.103E+02      0.137E+02
   3128       -0.130E+03     -0.870E+01      0.865E+01
   3129       -0.130E+03     -0.100E+02      0.163E+02
   3130       -0.117E+03     -0.837E+01      0.113E+02
   3131       -0.118E+03     -0.969E+01      0.187E+02
   3132       -0.105E+03     -0.798E+01      0.137E+02
   3133       -0.106E+03     -0.929E+01      0.208E+02
   3134       -0.936E+02     -0.754E+01      0.158E+02
   3135       -0.938E+02     -0.886E+01      0.226E+02
   3136       -0.818E+02     -0.706E+01      0.177E+02
   3137       -0.820E+02     -0.839E+01      0.243E+02
   3138       -0.700E+02     -0.655E+01      0.193E+02
   3139       -0.703E+02     -0.790E+01      0.256E+02
   3140       -0.584E+02     -0.601E+01      0.207E+02
   3141       -0.586E+02     -0.739E+01      0.267E+02
   3142       -0.467E+02     -0.545E+01      0.218E+02
   3143       -0.470E+02     -0.688E+01      0.276E+02
   3144       -0.351E+02     -0.489E+01      0.227E+02
   3145       -0.353E+02     -0.637E+01      0.282E+02
   3146       -0.235E+02     -0.432E+01      0.233E+02
   3147       -0.237E+02     -0.586E+01      0.286E+02
   3148       -0.119E+02     -0.377E+01      0.236E+02
   3149       -0.121E+02     -0.536E+01      0.287E+02
   3150       -0.241E+00     -0.322E+01      0.237E+02
   3151       -0.518E+00     -0.488E+01      0.286E+02
   3152        0.114E+02     -0.270E+01      0.236E+02
   3153        0.111E+02     -0.442E+01      0.283E+02
   3154        0.231E+02     -0.219E+01      0.233E+02
   3155        0.228E+02     -0.399E+01      0.278E+02
   3156        0.348E+02     -0.172E+01      0.227E+02
   3157        0.345E+02     -0.359E+01      0.270E+02
   3158        0.466E+02     -0.128E+01      0.219E+02
   3159        0.462E+02     -0.321E+01      0.260E+02
   3160        0.584E+02     -0.868E+00      0.209E+02
   3161        0.580E+02     -0.287E+01      0.248E+02
   3162        0.702E+02     -0.493E+00      0.196E+02
   3163        0.699E+02     -0.256E+01      0.234E+02
   3164        0.821E+02     -0.155E+00      0.182E+02
   3165        0.818E+02     -0.229E+01      0.218E+02
   3166        0.941E+02      0.148E+00      0.165E+02
   3167        0.937E+02     -0.205E+01      0.200E+02
   3168        0.106E+03      0.414E+00      0.147E+02
   3169        0.106E+03     -0.185E+01      0.179E+02
   3170        0.118E+03      0.646E+00      0.126E+02
   3171        0.118E+03     -0.169E+01      0.157E+02
   3172        0.130E+03      0.844E+00      0.103E+02
   3173        0.130E+03     -0.156E+01      0.132E+02
   3174        0.143E+03      0.101E+01      0.780E+01
   3175        0.142E+03     -0.146E+01      0.105E+02
   3176        0.155E+03      0.114E+01      0.508E+01
   3177        0.154E+03     -0.141E+01      0.764E+01
   3178        0.167E+03      0.124E+01      0.213E+01
   3179        0.167E+03     -0.139E+01      0.451E+01
   3180        0.180E+03      0.130E+01     -0.105E+01
   3181       -0.176E+03     -0.108E+02      0.440E+01
   3182       -0.163E+03     -0.925E+01     -0.675E+00
   3183       -0.163E+03     -0.107E+02      0.781E+01
   3184       -0.151E+03     -0.915E+01      0.280E+01
   3185       -0.151E+03     -0.105E+02      0.110E+02
   3186       -0.139E+03     -0.897E+01      0.602E+01
   3187       -0.139E+03     -0.103E+02      0.139E+02
   3188       -0.127E+03     -0.870E+01      0.899E+01
   3189       -0.127E+03     -0.998E+01      0.166E+02
   3190       -0.115E+03     -0.836E+01      0.117E+02
   3191       -0.115E+03     -0.962E+01      0.190E+02
   3192       -0.103E+03     -0.795E+01      0.142E+02
   3193       -0.104E+03     -0.920E+01      0.212E+02
   3194       -0.917E+02     -0.750E+01      0.163E+02
   3195       -0.919E+02     -0.875E+01      0.231E+02
   3196       -0.801E+02     -0.700E+01      0.182E+02
   3197       -0.804E+02     -0.827E+01      0.247E+02
   3198       -0.687E+02     -0.646E+01      0.199E+02
   3199       -0.689E+02     -0.777E+01      0.261E+02
   3200       -0.572E+02     -0.591E+01      0.213E+02
   3201       -0.575E+02     -0.725E+01      0.272E+02
   3202       -0.459E+02     -0.534E+01      0.224E+02
   3203       -0.461E+02     -0.672E+01      0.281E+02
   3204       -0.345E+02     -0.476E+01      0.232E+02
   3205       -0.347E+02     -0.620E+01      0.287E+02
   3206       -0.231E+02     -0.418E+01      0.238E+02
   3207       -0.234E+02     -0.569E+01      0.291E+02
   3208       -0.117E+02     -0.362E+01      0.242E+02
   3209       -0.120E+02     -0.519E+01      0.292E+02
   3210       -0.360E+00     -0.306E+01      0.243E+02
   3211       -0.634E+00     -0.471E+01      0.291E+02
   3212        0.111E+02     -0.254E+01      0.241E+02
   3213        0.108E+02     -0.425E+01      0.287E+02
   3214        0.225E+02     -0.203E+01      0.238E+02
   3215        0.222E+02     -0.382E+01      0.282E+02
   3216        0.340E+02     -0.157E+01      0.232E+02
   3217        0.337E+02     -0.343E+01      0.274E+02
   3218        0.455E+02     -0.113E+01      0.223E+02
   3219        0.452E+02     -0.306E+01      0.264E+02
   3220        0.571E+02     -0.731E+00      0.213E+02
   3221        0.568E+02     -0.274E+01      0.251E+02
   3222        0.688E+02     -0.371E+00      0.200E+02
   3223        0.684E+02     -0.244E+01      0.237E+02
   3224        0.805E+02     -0.485E-01      0.185E+02
   3225        0.801E+02     -0.219E+01      0.220E+02
   3226        0.922E+02      0.236E+00      0.168E+02
   3227        0.919E+02     -0.197E+01      0.202E+02
   3228        0.104E+03      0.484E+00      0.149E+02
   3229        0.104E+03     -0.178E+01      0.181E+02
   3230        0.116E+03      0.696E+00      0.128E+02
   3231        0.116E+03     -0.163E+01      0.158E+02
   3232        0.128E+03      0.875E+00      0.105E+02
   3233        0.127E+03     -0.152E+01      0.133E+02
   3234        0.140E+03      0.102E+01      0.797E+01
   3235        0.139E+03     -0.143E+01      0.106E+02
   3236        0.152E+03      0.114E+01      0.522E+01
   3237        0.152E+03     -0.139E+01      0.765E+01
   3238        0.164E+03      0.123E+01      0.224E+01
   3239        0.164E+03     -0.138E+01      0.448E+01
   3240        0.176E+03      0.129E+01     -0.980E+00
   3241       -0.172E+03     -0.108E+02      0.440E+01
   3242       -0.160E+03     -0.928E+01     -0.571E+00
   3243       -0.160E+03     -0.107E+02      0.790E+01
   3244       -0.148E+03     -0.918E+01      0.299E+01
   3245       -0.148E+03     -0.105E+02      0.111E+02
   3246       -0.136E+03     -0.898E+01      0.630E+01
   3247       -0.136E+03     -0.102E+02      0.141E+02
   3248       -0.124E+03     -0.870E+01      0.935E+01
   3249       -0.124E+03     -0.991E+01      0.169E+02
   3250       -0.113E+03     -0.834E+01      0.121E+02
   3251       -0.113E+03     -0.953E+01      0.194E+02
   3252       -0.101E+03     -0.792E+01      0.146E+02
   3253       -0.101E+03     -0.910E+01      0.216E+02
   3254       -0.898E+02     -0.744E+01      0.169E+02
   3255       -0.900E+02     -0.864E+01      0.235E+02
   3256       -0.785E+02     -0.692E+01      0.188E+02
   3257       -0.787E+02     -0.814E+01      0.252E+02
   3258       -0.673E+02     -0.637E+01      0.205E+02
   3259       -0.675E+02     -0.762E+01      0.266E+02
   3260       -0.561E+02     -0.579E+01      0.219E+02
   3261       -0.563E+02     -0.709E+01      0.277E+02
   3262       -0.450E+02     -0.521E+01      0.230E+02
   3263       -0.452E+02     -0.655E+01      0.286E+02
   3264       -0.339E+02     -0.461E+01      0.239E+02
   3265       -0.341E+02     -0.602E+01      0.292E+02
   3266       -0.228E+02     -0.402E+01      0.244E+02
   3267       -0.230E+02     -0.550E+01      0.296E+02
   3268       -0.116E+02     -0.344E+01      0.248E+02
   3269       -0.119E+02     -0.499E+01      0.297E+02
   3270       -0.502E+00     -0.289E+01      0.249E+02
   3271       -0.773E+00     -0.451E+01      0.295E+02
   3272        0.107E+02     -0.236E+01      0.247E+02
   3273        0.104E+02     -0.406E+01      0.292E+02
   3274        0.219E+02     -0.185E+01      0.243E+02
   3275        0.216E+02     -0.364E+01      0.286E+02
   3276        0.332E+02     -0.139E+01      0.236E+02
   3277        0.329E+02     -0.325E+01      0.277E+02
   3278        0.445E+02     -0.962E+00      0.228E+02
   3279        0.442E+02     -0.290E+01      0.267E+02
   3280        0.559E+02     -0.575E+00      0.217E+02
   3281        0.555E+02     -0.258E+01      0.254E+02
   3282        0.673E+02     -0.229E+00      0.204E+02
   3283        0.670E+02     -0.231E+01      0.239E+02
   3284        0.788E+02      0.748E-01      0.188E+02
   3285        0.784E+02     -0.207E+01      0.222E+02
   3286        0.903E+02      0.339E+00      0.171E+02
   3287        0.900E+02     -0.187E+01      0.203E+02
   3288        0.102E+03      0.565E+00      0.152E+02
   3289        0.102E+03     -0.170E+01      0.182E+02
   3290        0.114E+03      0.756E+00      0.130E+02
   3291        0.113E+03     -0.157E+01      0.159E+02
   3292        0.125E+03      0.913E+00      0.107E+02
   3293        0.125E+03     -0.147E+01      0.134E+02
   3294        0.137E+03      0.104E+01      0.813E+01
   3295        0.137E+03     -0.140E+01      0.106E+02
   3296        0.149E+03      0.114E+01      0.535E+01
   3297        0.149E+03     -0.136E+01      0.765E+01
   3298        0.161E+03      0.122E+01      0.234E+01
   3299        0.160E+03     -0.136E+01      0.444E+01
   3300        0.173E+03      0.127E+01     -0.910E+00
   3301       -0.168E+03     -0.107E+02      0.440E+01
   3302       -0.156E+03     -0.931E+01     -0.462E+00
   3303       -0.156E+03     -0.106E+02      0.799E+01
   3304       -0.144E+03     -0.920E+01      0.320E+01
   3305       -0.145E+03     -0.104E+02      0.113E+02
   3306       -0.133E+03     -0.899E+01      0.660E+01
   3307       -0.133E+03     -0.102E+02      0.144E+02
   3308       -0.121E+03     -0.870E+01      0.972E+01
   3309       -0.122E+03     -0.984E+01      0.172E+02
   3310       -0.110E+03     -0.832E+01      0.126E+02
   3311       -0.110E+03     -0.944E+01      0.197E+02
   3312       -0.989E+02     -0.788E+01      0.151E+02
   3313       -0.991E+02     -0.900E+01      0.220E+02
   3314       -0.878E+02     -0.738E+01      0.174E+02
   3315       -0.880E+02     -0.851E+01      0.240E+02
   3316       -0.768E+02     -0.684E+01      0.194E+02
   3317       -0.770E+02     -0.799E+01      0.257E+02
   3318       -0.659E+02     -0.627E+01      0.211E+02
   3319       -0.661E+02     -0.746E+01      0.271E+02
   3320       -0.550E+02     -0.567E+01      0.225E+02
   3321       -0.552E+02     -0.691E+01      0.282E+02
   3322       -0.441E+02     -0.506E+01      0.236E+02
   3323       -0.444E+02     -0.636E+01      0.291E+02
   3324       -0.333E+02     -0.445E+01      0.245E+02
   3325       -0.335E+02     -0.582E+01      0.297E+02
   3326       -0.224E+02     -0.384E+01      0.251E+02
   3327       -0.227E+02     -0.529E+01      0.301E+02
   3328       -0.116E+02     -0.325E+01      0.254E+02
   3329       -0.118E+02     -0.478E+01      0.301E+02
   3330       -0.670E+00     -0.269E+01      0.254E+02
   3331       -0.939E+00     -0.430E+01      0.300E+02
   3332        0.103E+02     -0.215E+01      0.252E+02
   3333        0.998E+01     -0.384E+01      0.296E+02
   3334        0.213E+02     -0.165E+01      0.248E+02
   3335        0.210E+02     -0.343E+01      0.289E+02
   3336        0.323E+02     -0.119E+01      0.241E+02
   3337        0.320E+02     -0.305E+01      0.281E+02
   3338        0.434E+02     -0.771E+00      0.232E+02
   3339        0.431E+02     -0.271E+01      0.270E+02
   3340        0.546E+02     -0.397E+00      0.220E+02
   3341        0.542E+02     -0.241E+01      0.257E+02
   3342        0.658E+02     -0.678E-01      0.207E+02
   3343        0.654E+02     -0.216E+01      0.241E+02
   3344        0.771E+02      0.217E+00      0.191E+02
   3345        0.767E+02     -0.194E+01      0.224E+02
   3346        0.884E+02      0.458E+00      0.174E+02
   3347        0.880E+02     -0.176E+01      0.205E+02
   3348        0.998E+02      0.660E+00      0.154E+02
   3349        0.994E+02     -0.161E+01      0.183E+02
   3350        0.111E+03      0.826E+00      0.132E+02
   3351        0.111E+03     -0.150E+01      0.160E+02
   3352        0.123E+03      0.960E+00      0.108E+02
   3353        0.122E+03     -0.142E+01      0.134E+02
   3354        0.134E+03      0.107E+01      0.826E+01
   3355        0.134E+03     -0.136E+01      0.106E+02
   3356        0.146E+03      0.115E+01      0.546E+01
   3357        0.146E+03     -0.134E+01      0.764E+01
   3358        0.158E+03      0.121E+01      0.243E+01
   3359        0.157E+03     -0.134E+01      0.440E+01
   3360        0.169E+03      0.125E+01     -0.844E+00
   3361       -0.164E+03     -0.107E+02      0.439E+01
   3362       -0.152E+03     -0.934E+01     -0.348E+00
   3363       -0.153E+03     -0.106E+02      0.808E+01
   3364       -0.141E+03     -0.923E+01      0.342E+01
   3365       -0.141E+03     -0.104E+02      0.115E+02
   3366       -0.130E+03     -0.901E+01      0.691E+01
   3367       -0.130E+03     -0.101E+02      0.147E+02
   3368       -0.118E+03     -0.869E+01      0.101E+02
   3369       -0.119E+03     -0.976E+01      0.175E+02
   3370       -0.107E+03     -0.830E+01      0.130E+02
   3371       -0.108E+03     -0.935E+01      0.201E+02
   3372       -0.966E+02     -0.783E+01      0.156E+02
   3373       -0.968E+02     -0.888E+01      0.224E+02
   3374       -0.858E+02     -0.731E+01      0.180E+02
   3375       -0.860E+02     -0.837E+01      0.245E+02
   3376       -0.751E+02     -0.675E+01      0.200E+02
   3377       -0.753E+02     -0.784E+01      0.262E+02
   3378       -0.645E+02     -0.615E+01      0.217E+02
   3379       -0.646E+02     -0.728E+01      0.276E+02
   3380       -0.539E+02     -0.553E+01      0.231E+02
   3381       -0.541E+02     -0.672E+01      0.288E+02
   3382       -0.433E+02     -0.490E+01      0.243E+02
   3383       -0.435E+02     -0.615E+01      0.296E+02
   3384       -0.327E+02     -0.427E+01      0.251E+02
   3385       -0.329E+02     -0.560E+01      0.302E+02
   3386       -0.221E+02     -0.365E+01      0.257E+02
   3387       -0.224E+02     -0.506E+01      0.306E+02
   3388       -0.115E+02     -0.304E+01      0.260E+02
   3389       -0.118E+02     -0.454E+01      0.306E+02
   3390       -0.870E+00     -0.247E+01      0.260E+02
   3391       -0.114E+01     -0.406E+01      0.304E+02
   3392        0.982E+01     -0.193E+01      0.258E+02
   3393        0.954E+01     -0.361E+01      0.300E+02
   3394        0.206E+02     -0.142E+01      0.253E+02
   3395        0.203E+02     -0.320E+01      0.293E+02
   3396        0.314E+02     -0.966E+00      0.245E+02
   3397        0.311E+02     -0.283E+01      0.284E+02
   3398        0.423E+02     -0.556E+00      0.236E+02
   3399        0.419E+02     -0.250E+01      0.273E+02
   3400        0.532E+02     -0.195E+00      0.224E+02
   3401        0.529E+02     -0.222E+01      0.259E+02
   3402        0.642E+02      0.116E+00      0.210E+02
   3403        0.639E+02     -0.199E+01      0.243E+02
   3404        0.753E+02      0.379E+00      0.194E+02
   3405        0.749E+02     -0.179E+01      0.226E+02
   3406        0.864E+02      0.596E+00      0.176E+02
   3407        0.861E+02     -0.164E+01      0.206E+02
   3408        0.976E+02      0.771E+00      0.156E+02
   3409        0.973E+02     -0.151E+01      0.184E+02
   3410        0.109E+03      0.909E+00      0.134E+02
   3411        0.109E+03     -0.142E+01      0.160E+02
   3412        0.120E+03      0.102E+01      0.110E+02
   3413        0.120E+03     -0.136E+01      0.134E+02
   3414        0.132E+03      0.110E+01      0.838E+01
   3415        0.131E+03     -0.133E+01      0.106E+02
   3416        0.143E+03      0.116E+01      0.555E+01
   3417        0.143E+03     -0.131E+01      0.762E+01
   3418        0.154E+03      0.120E+01      0.251E+01
   3419        0.154E+03     -0.132E+01      0.436E+01
   3420        0.166E+03      0.123E+01     -0.780E+00
   3421       -0.160E+03     -0.107E+02      0.439E+01
   3422       -0.149E+03     -0.937E+01     -0.228E+00
   3423       -0.149E+03     -0.106E+02      0.819E+01
   3424       -0.137E+03     -0.925E+01      0.365E+01
   3425       -0.138E+03     -0.103E+02      0.117E+02
   3426       -0.126E+03     -0.902E+01      0.723E+01
   3427       -0.127E+03     -0.100E+02      0.149E+02
   3428       -0.116E+03     -0.869E+01      0.105E+02
   3429       -0.116E+03     -0.968E+01      0.179E+02
   3430       -0.105E+03     -0.827E+01      0.135E+02
   3431       -0.105E+03     -0.924E+01      0.205E+02
   3432       -0.943E+02     -0.778E+01      0.162E+02
   3433       -0.944E+02     -0.875E+01      0.229E+02
   3434       -0.838E+02     -0.724E+01      0.186E+02
   3435       -0.839E+02     -0.822E+01      0.250E+02
   3436       -0.734E+02     -0.665E+01      0.206E+02
   3437       -0.735E+02     -0.767E+01      0.267E+02
   3438       -0.630E+02     -0.602E+01      0.224E+02
   3439       -0.632E+02     -0.709E+01      0.282E+02
   3440       -0.527E+02     -0.538E+01      0.238E+02
   3441       -0.529E+02     -0.651E+01      0.293E+02
   3442       -0.424E+02     -0.472E+01      0.249E+02
   3443       -0.426E+02     -0.592E+01      0.302E+02
   3444       -0.321E+02     -0.407E+01      0.258E+02
   3445       -0.323E+02     -0.535E+01      0.308E+02
   3446       -0.218E+02     -0.343E+01      0.263E+02
   3447       -0.221E+02     -0.480E+01      0.311E+02
   3448       -0.115E+02     -0.281E+01      0.266E+02
   3449       -0.117E+02     -0.428E+01      0.311E+02
   3450       -0.110E+01     -0.223E+01      0.266E+02
   3451       -0.137E+01     -0.379E+01      0.309E+02
   3452        0.934E+01     -0.168E+01      0.263E+02
   3453        0.906E+01     -0.335E+01      0.304E+02
   3454        0.198E+02     -0.117E+01      0.258E+02
   3455        0.195E+02     -0.294E+01      0.297E+02
   3456        0.304E+02     -0.718E+00      0.250E+02
   3457        0.301E+02     -0.258E+01      0.287E+02
   3458        0.411E+02     -0.316E+00      0.240E+02
   3459        0.407E+02     -0.228E+01      0.275E+02
   3460        0.518E+02      0.310E-01      0.228E+02
   3461        0.515E+02     -0.201E+01      0.261E+02
   3462        0.626E+02      0.324E+00      0.213E+02
   3463        0.623E+02     -0.180E+01      0.245E+02
   3464        0.735E+02      0.563E+00      0.197E+02
   3465        0.731E+02     -0.163E+01      0.227E+02
   3466        0.844E+02      0.753E+00      0.178E+02
   3467        0.841E+02     -0.150E+01      0.207E+02
   3468        0.954E+02      0.898E+00      0.158E+02
   3469        0.951E+02     -0.140E+01      0.185E+02
   3470        0.106E+03      0.101E+01      0.135E+02
   3471        0.106E+03     -0.134E+01      0.161E+02
   3472        0.118E+03      0.108E+01      0.111E+02
   3473        0.117E+03     -0.130E+01      0.135E+02
   3474        0.129E+03      0.113E+01      0.847E+01
   3475        0.128E+03     -0.128E+01      0.106E+02
