   ELEMENT       X-STR          Y-STR          XY-STR
   1234        0.338E+02     -0.283E+01      0.654E+01
   1235        0.334E+02     -0.524E+01      0.135E+02
   1236        0.507E+02     -0.233E+01      0.635E+01
   1237        0.503E+02     -0.477E+01      0.133E+02
   1238        0.675E+02     -0.184E+01      0.607E+01
   1239        0.671E+02     -0.432E+01      0.129E+02
   1240        0.844E+02     -0.137E+01      0.570E+01
   1241        0.840E+02     -0.389E+01      0.125E+02
   1242        0.101E+03     -0.912E+00      0.523E+01
   1243        0.101E+03     -0.348E+01      0.120E+02
   1244        0.118E+03     -0.479E+00      0.467E+01
   1245        0.118E+03     -0.311E+01      0.113E+02
   1246        0.135E+03     -0.741E-01      0.401E+01
   1247        0.135E+03     -0.276E+01      0.106E+02
   1248        0.153E+03      0.299E+00      0.327E+01
   1249        0.152E+03     -0.246E+01      0.983E+01
   1250        0.170E+03      0.635E+00      0.243E+01
   1251        0.169E+03     -0.219E+01      0.895E+01
   1252        0.187E+03      0.930E+00      0.150E+01
   1253        0.187E+03     -0.198E+01      0.798E+01
   1254        0.204E+03      0.118E+01      0.471E+00
   1255        0.204E+03     -0.181E+01      0.692E+01
   1256        0.222E+03      0.138E+01     -0.646E+00
   1257        0.221E+03     -0.171E+01      0.577E+01
   1258        0.239E+03      0.152E+01     -0.185E+01
   1259        0.239E+03     -0.166E+01      0.453E+01
   1260        0.257E+03      0.161E+01     -0.316E+01
   1261       -0.256E+03     -0.114E+02      0.446E+01
   1262       -0.238E+03     -0.861E+01     -0.300E+01
   1263       -0.238E+03     -0.113E+02      0.577E+01
   1264       -0.220E+03     -0.854E+01     -0.164E+01
   1265       -0.221E+03     -0.112E+02      0.698E+01
   1266       -0.203E+03     -0.842E+01     -0.380E+00
   1267       -0.203E+03     -0.110E+02      0.810E+01
   1268       -0.186E+03     -0.825E+01      0.784E+00
   1269       -0.186E+03     -0.108E+02      0.913E+01
   1270       -0.168E+03     -0.802E+01      0.185E+01
   1271       -0.169E+03     -0.105E+02      0.101E+02
   1272       -0.151E+03     -0.774E+01      0.282E+01
   1273       -0.152E+03     -0.102E+02      0.109E+02
   1274       -0.134E+03     -0.742E+01      0.369E+01
   1275       -0.135E+03     -0.985E+01      0.117E+02
   1276       -0.117E+03     -0.707E+01      0.446E+01
   1277       -0.118E+03     -0.946E+01      0.123E+02
   1278       -0.100E+03     -0.667E+01      0.514E+01
   1279       -0.101E+03     -0.904E+01      0.129E+02
   1280       -0.835E+02     -0.625E+01      0.572E+01
   1281       -0.839E+02     -0.860E+01      0.133E+02
   1282       -0.667E+02     -0.581E+01      0.620E+01
   1283       -0.671E+02     -0.815E+01      0.137E+02
   1284       -0.499E+02     -0.534E+01      0.659E+01
   1285       -0.503E+02     -0.767E+01      0.140E+02
   1286       -0.332E+02     -0.486E+01      0.688E+01
   1287       -0.336E+02     -0.719E+01      0.142E+02
   1288       -0.165E+02     -0.436E+01      0.707E+01
   1289       -0.169E+02     -0.670E+01      0.143E+02
   1290        0.228E+00     -0.386E+01      0.716E+01
   1291       -0.165E+00     -0.621E+01      0.143E+02
   1292        0.169E+02     -0.335E+01      0.716E+01
   1293        0.165E+02     -0.572E+01      0.142E+02
   1294        0.337E+02     -0.284E+01      0.706E+01
   1295        0.333E+02     -0.524E+01      0.140E+02
   1296        0.504E+02     -0.234E+01      0.686E+01
   1297        0.500E+02     -0.477E+01      0.137E+02
   1298        0.672E+02     -0.185E+01      0.656E+01
   1299        0.667E+02     -0.432E+01      0.134E+02
   1300        0.840E+02     -0.138E+01      0.617E+01
   1301        0.835E+02     -0.389E+01      0.129E+02
   1302        0.101E+03     -0.920E+00      0.568E+01
   1303        0.100E+03     -0.348E+01      0.123E+02
   1304        0.118E+03     -0.487E+00      0.509E+01
   1305        0.117E+03     -0.310E+01      0.117E+02
   1306        0.135E+03     -0.814E-01      0.441E+01
   1307        0.134E+03     -0.276E+01      0.110E+02
   1308        0.152E+03      0.292E+00      0.363E+01
   1309        0.151E+03     -0.245E+01      0.101E+02
   1310        0.169E+03      0.629E+00      0.275E+01
   1311        0.168E+03     -0.219E+01      0.919E+01
   1312        0.186E+03      0.925E+00      0.177E+01
   1313        0.185E+03     -0.198E+01      0.817E+01
   1314        0.203E+03      0.117E+01      0.697E+00
   1315        0.203E+03     -0.181E+01      0.705E+01
   1316        0.221E+03      0.137E+01     -0.473E+00
   1317        0.220E+03     -0.171E+01      0.585E+01
   1318        0.238E+03      0.152E+01     -0.174E+01
   1319        0.238E+03     -0.166E+01      0.455E+01
   1320        0.256E+03      0.160E+01     -0.310E+01
   1321       -0.254E+03     -0.114E+02      0.447E+01
   1322       -0.236E+03     -0.862E+01     -0.294E+01
   1323       -0.237E+03     -0.113E+02      0.584E+01
   1324       -0.219E+03     -0.856E+01     -0.152E+01
   1325       -0.219E+03     -0.112E+02      0.711E+01
   1326       -0.202E+03     -0.844E+01     -0.205E+00
   1327       -0.202E+03     -0.110E+02      0.829E+01
   1328       -0.184E+03     -0.826E+01      0.101E+01
   1329       -0.185E+03     -0.108E+02      0.936E+01
   1330       -0.167E+03     -0.803E+01      0.213E+01
   1331       -0.168E+03     -0.105E+02      0.103E+02
   1332       -0.150E+03     -0.776E+01      0.314E+01
   1333       -0.151E+03     -0.102E+02      0.112E+02
   1334       -0.133E+03     -0.744E+01      0.405E+01
   1335       -0.134E+03     -0.984E+01      0.120E+02
   1336       -0.117E+03     -0.708E+01      0.486E+01
   1337       -0.117E+03     -0.945E+01      0.127E+02
   1338       -0.998E+02     -0.669E+01      0.557E+01
   1339       -0.100E+03     -0.904E+01      0.133E+02
   1340       -0.830E+02     -0.627E+01      0.617E+01
   1341       -0.834E+02     -0.860E+01      0.138E+02
   1342       -0.663E+02     -0.582E+01      0.668E+01
   1343       -0.667E+02     -0.814E+01      0.142E+02
   1344       -0.497E+02     -0.535E+01      0.708E+01
   1345       -0.500E+02     -0.767E+01      0.145E+02
   1346       -0.330E+02     -0.487E+01      0.738E+01
   1347       -0.334E+02     -0.718E+01      0.147E+02
   1348       -0.164E+02     -0.437E+01      0.758E+01
   1349       -0.168E+02     -0.670E+01      0.148E+02
   1350        0.226E+00     -0.387E+01      0.768E+01
   1351       -0.164E+00     -0.620E+01      0.148E+02
   1352        0.168E+02     -0.336E+01      0.768E+01
   1353        0.164E+02     -0.572E+01      0.147E+02
   1354        0.335E+02     -0.285E+01      0.757E+01
   1355        0.331E+02     -0.524E+01      0.145E+02
   1356        0.501E+02     -0.235E+01      0.737E+01
   1357        0.497E+02     -0.477E+01      0.142E+02
   1358        0.668E+02     -0.186E+01      0.706E+01
   1359        0.664E+02     -0.432E+01      0.138E+02
   1360        0.835E+02     -0.139E+01      0.665E+01
   1361        0.830E+02     -0.388E+01      0.133E+02
   1362        0.100E+03     -0.929E+00      0.613E+01
   1363        0.998E+02     -0.348E+01      0.127E+02
   1364        0.117E+03     -0.495E+00      0.552E+01
   1365        0.117E+03     -0.310E+01      0.121E+02
   1366        0.134E+03     -0.887E-01      0.480E+01
   1367        0.133E+03     -0.276E+01      0.113E+02
   1368        0.151E+03      0.285E+00      0.399E+01
   1369        0.150E+03     -0.245E+01      0.104E+02
   1370        0.168E+03      0.623E+00      0.307E+01
   1371        0.167E+03     -0.219E+01      0.943E+01
   1372        0.185E+03      0.919E+00      0.205E+01
   1373        0.184E+03     -0.197E+01      0.836E+01
   1374        0.202E+03      0.117E+01      0.924E+00
   1375        0.202E+03     -0.181E+01      0.719E+01
   1376        0.219E+03      0.137E+01     -0.300E+00
   1377        0.219E+03     -0.170E+01      0.592E+01
   1378        0.237E+03      0.152E+01     -0.162E+01
   1379        0.236E+03     -0.166E+01      0.456E+01
   1380        0.254E+03      0.160E+01     -0.305E+01
   1381       -0.253E+03     -0.114E+02      0.448E+01
   1382       -0.235E+03     -0.863E+01     -0.289E+01
   1383       -0.235E+03     -0.113E+02      0.591E+01
   1384       -0.218E+03     -0.857E+01     -0.141E+01
   1385       -0.218E+03     -0.112E+02      0.724E+01
   1386       -0.200E+03     -0.845E+01     -0.298E-01
   1387       -0.201E+03     -0.110E+02      0.847E+01
   1388       -0.183E+03     -0.827E+01      0.124E+01
   1389       -0.184E+03     -0.108E+02      0.959E+01
   1390       -0.166E+03     -0.805E+01      0.240E+01
   1391       -0.167E+03     -0.105E+02      0.106E+02
   1392       -0.149E+03     -0.777E+01      0.346E+01
   1393       -0.150E+03     -0.102E+02      0.115E+02
   1394       -0.133E+03     -0.745E+01      0.441E+01
   1395       -0.133E+03     -0.983E+01      0.124E+02
   1396       -0.116E+03     -0.709E+01      0.526E+01
   1397       -0.116E+03     -0.944E+01      0.131E+02
   1398       -0.992E+02     -0.670E+01      0.599E+01
   1399       -0.996E+02     -0.903E+01      0.137E+02
   1400       -0.825E+02     -0.628E+01      0.663E+01
   1401       -0.829E+02     -0.859E+01      0.142E+02
   1402       -0.659E+02     -0.583E+01      0.715E+01
   1403       -0.663E+02     -0.813E+01      0.146E+02
   1404       -0.493E+02     -0.536E+01      0.757E+01
   1405       -0.497E+02     -0.766E+01      0.149E+02
   1406       -0.328E+02     -0.488E+01      0.789E+01
   1407       -0.332E+02     -0.718E+01      0.151E+02
   1408       -0.163E+02     -0.438E+01      0.810E+01
   1409       -0.167E+02     -0.669E+01      0.152E+02
   1410        0.225E+00     -0.388E+01      0.820E+01
   1411       -0.163E+00     -0.620E+01      0.152E+02
   1412        0.167E+02     -0.337E+01      0.820E+01
   1413        0.163E+02     -0.571E+01      0.151E+02
   1414        0.333E+02     -0.286E+01      0.809E+01
   1415        0.329E+02     -0.523E+01      0.149E+02
   1416        0.498E+02     -0.236E+01      0.787E+01
   1417        0.494E+02     -0.476E+01      0.146E+02
   1418        0.664E+02     -0.187E+01      0.755E+01
   1419        0.660E+02     -0.431E+01      0.142E+02
   1420        0.830E+02     -0.140E+01      0.712E+01
   1421        0.825E+02     -0.388E+01      0.137E+02
   1422        0.996E+02     -0.938E+00      0.659E+01
   1423        0.992E+02     -0.347E+01      0.131E+02
   1424        0.116E+03     -0.503E+00      0.595E+01
   1425        0.116E+03     -0.310E+01      0.124E+02
   1426        0.133E+03     -0.962E-01      0.520E+01
   1427        0.133E+03     -0.275E+01      0.116E+02
   1428        0.150E+03      0.279E+00      0.435E+01
   1429        0.149E+03     -0.245E+01      0.107E+02
   1430        0.167E+03      0.617E+00      0.339E+01
   1431        0.166E+03     -0.218E+01      0.966E+01
   1432        0.184E+03      0.913E+00      0.232E+01
   1433        0.183E+03     -0.197E+01      0.854E+01
   1434        0.201E+03      0.116E+01      0.115E+01
   1435        0.200E+03     -0.181E+01      0.732E+01
   1436        0.218E+03      0.137E+01     -0.125E+00
   1437        0.218E+03     -0.170E+01      0.600E+01
   1438        0.235E+03      0.151E+01     -0.151E+01
   1439        0.235E+03     -0.166E+01      0.458E+01
   1440        0.253E+03      0.160E+01     -0.300E+01
   1441       -0.251E+03     -0.114E+02      0.448E+01
   1442       -0.234E+03     -0.865E+01     -0.283E+01
   1443       -0.234E+03     -0.113E+02      0.598E+01
   1444       -0.216E+03     -0.859E+01     -0.129E+01
   1445       -0.217E+03     -0.112E+02      0.737E+01
   1446       -0.199E+03     -0.847E+01      0.147E+00
   1447       -0.200E+03     -0.110E+02      0.865E+01
   1448       -0.182E+03     -0.829E+01      0.147E+01
   1449       -0.183E+03     -0.108E+02      0.982E+01
   1450       -0.165E+03     -0.806E+01      0.268E+01
   1451       -0.166E+03     -0.105E+02      0.109E+02
   1452       -0.149E+03     -0.778E+01      0.378E+01
   1453       -0.149E+03     -0.102E+02      0.118E+02
   1454       -0.132E+03     -0.746E+01      0.477E+01
   1455       -0.132E+03     -0.982E+01      0.127E+02
   1456       -0.115E+03     -0.711E+01      0.565E+01
   1457       -0.116E+03     -0.943E+01      0.135E+02
   1458       -0.985E+02     -0.671E+01      0.642E+01
   1459       -0.989E+02     -0.902E+01      0.141E+02
   1460       -0.820E+02     -0.629E+01      0.708E+01
   1461       -0.824E+02     -0.858E+01      0.146E+02
   1462       -0.655E+02     -0.585E+01      0.763E+01
   1463       -0.659E+02     -0.812E+01      0.151E+02
   1464       -0.490E+02     -0.538E+01      0.807E+01
   1465       -0.494E+02     -0.765E+01      0.154E+02
   1466       -0.326E+02     -0.489E+01      0.840E+01
   1467       -0.330E+02     -0.717E+01      0.156E+02
   1468       -0.162E+02     -0.440E+01      0.861E+01
   1469       -0.166E+02     -0.668E+01      0.157E+02
   1470        0.224E+00     -0.389E+01      0.872E+01
   1471       -0.161E+00     -0.619E+01      0.157E+02
   1472        0.166E+02     -0.338E+01      0.872E+01
   1473        0.162E+02     -0.571E+01      0.156E+02
   1474        0.330E+02     -0.288E+01      0.861E+01
   1475        0.327E+02     -0.523E+01      0.154E+02
   1476        0.495E+02     -0.237E+01      0.838E+01
   1477        0.491E+02     -0.476E+01      0.151E+02
   1478        0.659E+02     -0.188E+01      0.805E+01
   1479        0.655E+02     -0.431E+01      0.147E+02
   1480        0.824E+02     -0.141E+01      0.760E+01
   1481        0.820E+02     -0.387E+01      0.141E+02
   1482        0.990E+02     -0.947E+00      0.704E+01
   1483        0.985E+02     -0.347E+01      0.135E+02
   1484        0.116E+03     -0.511E+00      0.638E+01
   1485        0.115E+03     -0.309E+01      0.128E+02
   1486        0.132E+03     -0.104E+00      0.560E+01
   1487        0.132E+03     -0.275E+01      0.119E+02
   1488        0.149E+03      0.271E+00      0.471E+01
   1489        0.148E+03     -0.244E+01      0.110E+02
   1490        0.166E+03      0.610E+00      0.371E+01
   1491        0.165E+03     -0.218E+01      0.990E+01
   1492        0.183E+03      0.907E+00      0.260E+01
   1493        0.182E+03     -0.197E+01      0.873E+01
   1494        0.200E+03      0.116E+01      0.138E+01
   1495        0.199E+03     -0.180E+01      0.746E+01
   1496        0.217E+03      0.136E+01      0.504E-01
   1497        0.216E+03     -0.170E+01      0.608E+01
   1498        0.234E+03      0.151E+01     -0.139E+01
   1499        0.233E+03     -0.165E+01      0.459E+01
   1500        0.251E+03      0.159E+01     -0.294E+01
   1501       -0.250E+03     -0.113E+02      0.449E+01
   1502       -0.232E+03     -0.867E+01     -0.277E+01
   1503       -0.232E+03     -0.113E+02      0.605E+01
   1504       -0.215E+03     -0.860E+01     -0.117E+01
   1505       -0.215E+03     -0.112E+02      0.749E+01
   1506       -0.198E+03     -0.848E+01      0.324E+00
   1507       -0.198E+03     -0.110E+02      0.883E+01
   1508       -0.181E+03     -0.830E+01      0.170E+01
   1509       -0.181E+03     -0.107E+02      0.100E+02
   1510       -0.164E+03     -0.807E+01      0.296E+01
   1511       -0.165E+03     -0.105E+02      0.112E+02
   1512       -0.148E+03     -0.780E+01      0.410E+01
   1513       -0.148E+03     -0.102E+02      0.122E+02
   1514       -0.131E+03     -0.748E+01      0.513E+01
   1515       -0.131E+03     -0.981E+01      0.131E+02
   1516       -0.114E+03     -0.712E+01      0.605E+01
   1517       -0.115E+03     -0.942E+01      0.138E+02
   1518       -0.979E+02     -0.673E+01      0.685E+01
   1519       -0.982E+02     -0.901E+01      0.145E+02
   1520       -0.814E+02     -0.631E+01      0.754E+01
   1521       -0.818E+02     -0.857E+01      0.151E+02
   1522       -0.651E+02     -0.586E+01      0.811E+01
   1523       -0.654E+02     -0.812E+01      0.155E+02
   1524       -0.487E+02     -0.539E+01      0.856E+01
   1525       -0.491E+02     -0.764E+01      0.158E+02
   1526       -0.324E+02     -0.490E+01      0.891E+01
   1527       -0.328E+02     -0.716E+01      0.161E+02
   1528       -0.161E+02     -0.441E+01      0.913E+01
   1529       -0.165E+02     -0.668E+01      0.162E+02
   1530        0.223E+00     -0.390E+01      0.924E+01
   1531       -0.158E+00     -0.619E+01      0.162E+02
   1532        0.165E+02     -0.339E+01      0.924E+01
   1533        0.161E+02     -0.570E+01      0.161E+02
   1534        0.328E+02     -0.289E+01      0.912E+01
   1535        0.324E+02     -0.522E+01      0.159E+02
   1536        0.491E+02     -0.238E+01      0.889E+01
   1537        0.487E+02     -0.475E+01      0.155E+02
   1538        0.655E+02     -0.189E+01      0.854E+01
   1539        0.651E+02     -0.430E+01      0.151E+02
   1540        0.819E+02     -0.141E+01      0.808E+01
   1541        0.815E+02     -0.387E+01      0.145E+02
   1542        0.983E+02     -0.956E+00      0.750E+01
   1543        0.979E+02     -0.346E+01      0.139E+02
   1544        0.115E+03     -0.520E+00      0.681E+01
   1545        0.114E+03     -0.309E+01      0.131E+02
   1546        0.131E+03     -0.112E+00      0.600E+01
   1547        0.131E+03     -0.274E+01      0.122E+02
   1548        0.148E+03      0.264E+00      0.507E+01
   1549        0.147E+03     -0.244E+01      0.112E+02
   1550        0.165E+03      0.603E+00      0.404E+01
   1551        0.164E+03     -0.218E+01      0.101E+02
   1552        0.181E+03      0.901E+00      0.288E+01
   1553        0.181E+03     -0.196E+01      0.892E+01
   1554        0.198E+03      0.115E+01      0.161E+01
   1555        0.198E+03     -0.180E+01      0.759E+01
   1556        0.215E+03      0.135E+01      0.227E+00
   1557        0.215E+03     -0.169E+01      0.615E+01
   1558        0.232E+03      0.150E+01     -0.127E+01
   1559        0.232E+03     -0.165E+01      0.460E+01
   1560        0.250E+03      0.159E+01     -0.289E+01
   1561       -0.248E+03     -0.113E+02      0.450E+01
   1562       -0.230E+03     -0.868E+01     -0.271E+01
   1563       -0.231E+03     -0.113E+02      0.611E+01
   1564       -0.213E+03     -0.862E+01     -0.104E+01
   1565       -0.214E+03     -0.111E+02      0.762E+01
   1566       -0.197E+03     -0.850E+01      0.502E+00
   1567       -0.197E+03     -0.110E+02      0.900E+01
   1568       -0.180E+03     -0.832E+01      0.193E+01
   1569       -0.180E+03     -0.107E+02      0.103E+02
   1570       -0.163E+03     -0.809E+01      0.324E+01
   1571       -0.163E+03     -0.105E+02      0.114E+02
   1572       -0.146E+03     -0.781E+01      0.443E+01
   1573       -0.147E+03     -0.101E+02      0.125E+02
   1574       -0.130E+03     -0.749E+01      0.550E+01
   1575       -0.130E+03     -0.979E+01      0.134E+02
   1576       -0.114E+03     -0.713E+01      0.645E+01
   1577       -0.114E+03     -0.941E+01      0.142E+02
   1578       -0.972E+02     -0.674E+01      0.728E+01
   1579       -0.976E+02     -0.900E+01      0.149E+02
   1580       -0.809E+02     -0.632E+01      0.799E+01
   1581       -0.812E+02     -0.856E+01      0.155E+02
   1582       -0.646E+02     -0.587E+01      0.859E+01
   1583       -0.650E+02     -0.811E+01      0.160E+02
   1584       -0.484E+02     -0.540E+01      0.906E+01
   1585       -0.487E+02     -0.764E+01      0.163E+02
   1586       -0.321E+02     -0.492E+01      0.942E+01
   1587       -0.325E+02     -0.715E+01      0.165E+02
   1588       -0.160E+02     -0.442E+01      0.965E+01
   1589       -0.163E+02     -0.667E+01      0.167E+02
   1590        0.222E+00     -0.391E+01      0.977E+01
   1591       -0.156E+00     -0.618E+01      0.167E+02
   1592        0.164E+02     -0.340E+01      0.976E+01
   1593        0.160E+02     -0.569E+01      0.166E+02
   1594        0.326E+02     -0.290E+01      0.964E+01
   1595        0.322E+02     -0.521E+01      0.163E+02
   1596        0.488E+02     -0.239E+01      0.940E+01
   1597        0.484E+02     -0.475E+01      0.160E+02
   1598        0.650E+02     -0.190E+01      0.904E+01
   1599        0.646E+02     -0.429E+01      0.155E+02
   1600        0.813E+02     -0.142E+01      0.856E+01
   1601        0.809E+02     -0.386E+01      0.150E+02
   1602        0.976E+02     -0.965E+00      0.796E+01
   1603        0.972E+02     -0.346E+01      0.143E+02
   1604        0.114E+03     -0.528E+00      0.724E+01
   1605        0.114E+03     -0.308E+01      0.135E+02
   1606        0.130E+03     -0.120E+00      0.640E+01
   1607        0.130E+03     -0.274E+01      0.126E+02
   1608        0.147E+03      0.256E+00      0.544E+01
   1609        0.146E+03     -0.243E+01      0.115E+02
   1610        0.163E+03      0.596E+00      0.436E+01
   1611        0.163E+03     -0.217E+01      0.104E+02
   1612        0.180E+03      0.894E+00      0.316E+01
   1613        0.180E+03     -0.196E+01      0.910E+01
   1614        0.197E+03      0.115E+01      0.184E+01
   1615        0.196E+03     -0.179E+01      0.772E+01
   1616        0.214E+03      0.135E+01      0.405E+00
   1617        0.213E+03     -0.169E+01      0.623E+01
   1618        0.231E+03      0.150E+01     -0.115E+01
   1619        0.230E+03     -0.165E+01      0.462E+01
   1620        0.248E+03      0.158E+01     -0.283E+01
   1621       -0.246E+03     -0.113E+02      0.450E+01
   1622       -0.229E+03     -0.870E+01     -0.265E+01
   1623       -0.229E+03     -0.112E+02      0.618E+01
   1624       -0.212E+03     -0.863E+01     -0.922E+00
   1625       -0.212E+03     -0.111E+02      0.774E+01
   1626       -0.195E+03     -0.851E+01      0.681E+00
   1627       -0.195E+03     -0.109E+02      0.918E+01
   1628       -0.178E+03     -0.833E+01      0.216E+01
   1629       -0.179E+03     -0.107E+02      0.105E+02
   1630       -0.162E+03     -0.810E+01      0.352E+01
   1631       -0.162E+03     -0.104E+02      0.117E+02
   1632       -0.145E+03     -0.783E+01      0.475E+01
   1633       -0.146E+03     -0.101E+02      0.128E+02
   1634       -0.129E+03     -0.751E+01      0.586E+01
   1635       -0.129E+03     -0.978E+01      0.137E+02
   1636       -0.113E+03     -0.715E+01      0.685E+01
   1637       -0.113E+03     -0.940E+01      0.146E+02
   1638       -0.965E+02     -0.675E+01      0.771E+01
   1639       -0.968E+02     -0.899E+01      0.153E+02
   1640       -0.803E+02     -0.633E+01      0.845E+01
   1641       -0.806E+02     -0.855E+01      0.159E+02
   1642       -0.641E+02     -0.588E+01      0.906E+01
   1643       -0.645E+02     -0.810E+01      0.164E+02
   1644       -0.480E+02     -0.541E+01      0.956E+01
   1645       -0.484E+02     -0.763E+01      0.168E+02
   1646       -0.319E+02     -0.493E+01      0.993E+01
   1647       -0.323E+02     -0.714E+01      0.170E+02
   1648       -0.158E+02     -0.443E+01      0.102E+02
   1649       -0.162E+02     -0.666E+01      0.171E+02
   1650        0.222E+00     -0.392E+01      0.103E+02
   1651       -0.153E+00     -0.617E+01      0.171E+02
   1652        0.163E+02     -0.342E+01      0.103E+02
   1653        0.159E+02     -0.568E+01      0.170E+02
   1654        0.324E+02     -0.291E+01      0.102E+02
   1655        0.320E+02     -0.520E+01      0.168E+02
   1656        0.484E+02     -0.240E+01      0.991E+01
   1657        0.480E+02     -0.474E+01      0.164E+02
   1658        0.645E+02     -0.191E+01      0.954E+01
   1659        0.642E+02     -0.429E+01      0.160E+02
   1660        0.807E+02     -0.143E+01      0.904E+01
   1661        0.803E+02     -0.386E+01      0.154E+02
   1662        0.969E+02     -0.974E+00      0.842E+01
   1663        0.965E+02     -0.345E+01      0.147E+02
   1664        0.113E+03     -0.537E+00      0.767E+01
   1665        0.113E+03     -0.307E+01      0.138E+02
   1666        0.129E+03     -0.128E+00      0.680E+01
   1667        0.129E+03     -0.273E+01      0.129E+02
   1668        0.146E+03      0.248E+00      0.581E+01
   1669        0.145E+03     -0.243E+01      0.118E+02
   1670        0.162E+03      0.588E+00      0.469E+01
   1671        0.162E+03     -0.217E+01      0.106E+02
   1672        0.179E+03      0.887E+00      0.344E+01
   1673        0.178E+03     -0.195E+01      0.929E+01
   1674        0.195E+03      0.114E+01      0.208E+01
   1675        0.195E+03     -0.179E+01      0.785E+01
   1676        0.212E+03      0.134E+01      0.584E+00
   1677        0.212E+03     -0.169E+01      0.630E+01
   1678        0.229E+03      0.149E+01     -0.103E+01
   1679        0.229E+03     -0.164E+01      0.463E+01
   1680        0.246E+03      0.158E+01     -0.277E+01
   1681       -0.244E+03     -0.113E+02      0.451E+01
   1682       -0.227E+03     -0.871E+01     -0.259E+01
   1683       -0.227E+03     -0.112E+02      0.625E+01
   1684       -0.210E+03     -0.865E+01     -0.799E+00
   1685       -0.211E+03     -0.111E+02      0.786E+01
   1686       -0.194E+03     -0.853E+01      0.861E+00
   1687       -0.194E+03     -0.109E+02      0.936E+01
   1688       -0.177E+03     -0.835E+01      0.239E+01
   1689       -0.177E+03     -0.107E+02      0.107E+02
   1690       -0.161E+03     -0.812E+01      0.380E+01
   1691       -0.161E+03     -0.104E+02      0.120E+02
   1692       -0.144E+03     -0.784E+01      0.508E+01
   1693       -0.145E+03     -0.101E+02      0.131E+02
   1694       -0.128E+03     -0.752E+01      0.622E+01
   1695       -0.128E+03     -0.977E+01      0.141E+02
   1696       -0.112E+03     -0.716E+01      0.725E+01
   1697       -0.112E+03     -0.939E+01      0.150E+02
   1698       -0.957E+02     -0.677E+01      0.814E+01
   1699       -0.961E+02     -0.897E+01      0.157E+02
   1700       -0.796E+02     -0.634E+01      0.891E+01
   1701       -0.800E+02     -0.854E+01      0.163E+02
   1702       -0.636E+02     -0.590E+01      0.954E+01
   1703       -0.640E+02     -0.808E+01      0.168E+02
   1704       -0.476E+02     -0.543E+01      0.101E+02
   1705       -0.480E+02     -0.761E+01      0.172E+02
   1706       -0.317E+02     -0.494E+01      0.104E+02
   1707       -0.320E+02     -0.713E+01      0.175E+02
   1708       -0.157E+02     -0.444E+01      0.107E+02
   1709       -0.161E+02     -0.665E+01      0.176E+02
   1710        0.222E+00     -0.394E+01      0.108E+02
   1711       -0.149E+00     -0.616E+01      0.176E+02
   1712        0.162E+02     -0.343E+01      0.108E+02
   1713        0.158E+02     -0.567E+01      0.175E+02
   1714        0.321E+02     -0.292E+01      0.107E+02
   1715        0.317E+02     -0.520E+01      0.172E+02
   1716        0.481E+02     -0.241E+01      0.104E+02
   1717        0.477E+02     -0.473E+01      0.169E+02
   1718        0.641E+02     -0.192E+01      0.100E+02
   1719        0.637E+02     -0.428E+01      0.164E+02
   1720        0.801E+02     -0.144E+01      0.952E+01
   1721        0.797E+02     -0.385E+01      0.158E+02
   1722        0.961E+02     -0.983E+00      0.888E+01
   1723        0.957E+02     -0.344E+01      0.150E+02
   1724        0.112E+03     -0.546E+00      0.810E+01
   1725        0.112E+03     -0.307E+01      0.142E+02
   1726        0.128E+03     -0.137E+00      0.720E+01
   1727        0.128E+03     -0.272E+01      0.132E+02
   1728        0.145E+03      0.240E+00      0.617E+01
   1729        0.144E+03     -0.242E+01      0.121E+02
   1730        0.161E+03      0.581E+00      0.501E+01
   1731        0.161E+03     -0.216E+01      0.108E+02
   1732        0.177E+03      0.880E+00      0.373E+01
   1733        0.177E+03     -0.195E+01      0.947E+01
   1734        0.194E+03      0.113E+01      0.231E+01
   1735        0.193E+03     -0.178E+01      0.799E+01
   1736        0.211E+03      0.134E+01      0.764E+00
   1737        0.210E+03     -0.168E+01      0.637E+01
   1738        0.227E+03      0.148E+01     -0.911E+00
   1739        0.227E+03     -0.164E+01      0.464E+01
   1740        0.244E+03      0.157E+01     -0.271E+01
   1741       -0.242E+03     -0.113E+02      0.451E+01
   1742       -0.225E+03     -0.873E+01     -0.252E+01
   1743       -0.226E+03     -0.112E+02      0.631E+01
   1744       -0.209E+03     -0.867E+01     -0.675E+00
   1745       -0.209E+03     -0.111E+02      0.799E+01
   1746       -0.192E+03     -0.854E+01      0.104E+01
   1747       -0.192E+03     -0.109E+02      0.953E+01
   1748       -0.176E+03     -0.836E+01      0.263E+01
   1749       -0.176E+03     -0.107E+02      0.109E+02
   1750       -0.159E+03     -0.813E+01      0.408E+01
   1751       -0.160E+03     -0.104E+02      0.122E+02
   1752       -0.143E+03     -0.786E+01      0.540E+01
   1753       -0.144E+03     -0.101E+02      0.134E+02
   1754       -0.127E+03     -0.753E+01      0.659E+01
   1755       -0.127E+03     -0.976E+01      0.144E+02
   1756       -0.111E+03     -0.718E+01      0.765E+01
   1757       -0.111E+03     -0.937E+01      0.153E+02
   1758       -0.950E+02     -0.678E+01      0.857E+01
   1759       -0.953E+02     -0.896E+01      0.161E+02
   1760       -0.790E+02     -0.636E+01      0.937E+01
   1761       -0.794E+02     -0.853E+01      0.168E+02
