    NODE     X-DISP         Y-DISP
   751     -0.186E-07     -0.322E-06
   752     -0.165E-07     -0.322E-06
   753     -0.144E-07     -0.322E-06
   754     -0.123E-07     -0.322E-06
   755     -0.103E-07     -0.322E-06
   756     -0.818E-08     -0.322E-06
   757     -0.611E-08     -0.322E-06
   758     -0.404E-08     -0.322E-06
   759     -0.197E-08     -0.322E-06
   760      0.977E-10     -0.322E-06
   761      0.216E-08     -0.322E-06
   762      0.423E-08     -0.322E-06
   763      0.630E-08     -0.322E-06
   764      0.838E-08     -0.322E-06
   765      0.105E-07     -0.322E-06
   766      0.125E-07     -0.322E-06
   767      0.146E-07     -0.322E-06
   768      0.167E-07     -0.322E-06
   769      0.188E-07     -0.322E-06
   770      0.210E-07     -0.321E-06
   771      0.231E-07     -0.321E-06
   772      0.252E-07     -0.321E-06
   773      0.274E-07     -0.321E-06
   774      0.296E-07     -0.321E-06
   775      0.317E-07     -0.321E-06
   776     -0.328E-07     -0.319E-06
   777     -0.305E-07     -0.319E-06
   778     -0.283E-07     -0.319E-06
   779     -0.260E-07     -0.319E-06
   780     -0.238E-07     -0.320E-06
   781     -0.216E-07     -0.320E-06
   782     -0.194E-07     -0.320E-06
   783     -0.172E-07     -0.320E-06
   784     -0.150E-07     -0.320E-06
   785     -0.128E-07     -0.320E-06
   786     -0.107E-07     -0.320E-06
   787     -0.850E-08     -0.320E-06
   788     -0.635E-08     -0.320E-06
   789     -0.420E-08     -0.320E-06
   790     -0.205E-08     -0.320E-06
   791      0.102E-09     -0.320E-06
   792      0.225E-08     -0.320E-06
   793      0.440E-08     -0.320E-06
   794      0.655E-08     -0.320E-06
   795      0.871E-08     -0.320E-06
   796      0.109E-07     -0.320E-06
   797      0.130E-07     -0.320E-06
   798      0.152E-07     -0.320E-06
   799      0.174E-07     -0.319E-06
   800      0.196E-07     -0.319E-06
   801      0.218E-07     -0.319E-06
   802      0.240E-07     -0.319E-06
   803      0.262E-07     -0.319E-06
   804      0.285E-07     -0.319E-06
   805      0.307E-07     -0.319E-06
   806      0.330E-07     -0.318E-06
   807     -0.340E-07     -0.317E-06
   808     -0.317E-07     -0.317E-06
   809     -0.293E-07     -0.317E-06
   810     -0.270E-07     -0.317E-06
   811     -0.247E-07     -0.317E-06
   812     -0.224E-07     -0.317E-06
   813     -0.201E-07     -0.317E-06
   814     -0.178E-07     -0.317E-06
   815     -0.156E-07     -0.318E-06
   816     -0.133E-07     -0.318E-06
   817     -0.111E-07     -0.318E-06
   818     -0.882E-08     -0.318E-06
   819     -0.659E-08     -0.318E-06
   820     -0.435E-08     -0.318E-06
   821     -0.212E-08     -0.318E-06
   822      0.106E-09     -0.318E-06
   823      0.234E-08     -0.318E-06
   824      0.457E-08     -0.318E-06
   825      0.680E-08     -0.318E-06
   826      0.904E-08     -0.317E-06
   827      0.113E-07     -0.317E-06
   828      0.135E-07     -0.317E-06
   829      0.158E-07     -0.317E-06
   830      0.180E-07     -0.317E-06
   831      0.203E-07     -0.317E-06
   832      0.226E-07     -0.317E-06
   833      0.249E-07     -0.317E-06
   834      0.272E-07     -0.317E-06
   835      0.295E-07     -0.316E-06
   836      0.319E-07     -0.316E-06
   837      0.343E-07     -0.316E-06
   838     -0.353E-07     -0.314E-06
   839     -0.328E-07     -0.314E-06
   840     -0.304E-07     -0.315E-06
   841     -0.280E-07     -0.315E-06
   842     -0.256E-07     -0.315E-06
   843     -0.232E-07     -0.315E-06
   844     -0.208E-07     -0.315E-06
   845     -0.185E-07     -0.315E-06
   846     -0.161E-07     -0.315E-06
   847     -0.138E-07     -0.315E-06
   848     -0.115E-07     -0.315E-06
   849     -0.914E-08     -0.315E-06
   850     -0.682E-08     -0.315E-06
   851     -0.451E-08     -0.315E-06
   852     -0.220E-08     -0.315E-06
   853      0.111E-09     -0.315E-06
   854      0.242E-08     -0.315E-06
   855      0.473E-08     -0.315E-06
   856      0.705E-08     -0.315E-06
   857      0.936E-08     -0.315E-06
   858      0.117E-07     -0.315E-06
   859      0.140E-07     -0.315E-06
   860      0.164E-07     -0.315E-06
   861      0.187E-07     -0.315E-06
   862      0.211E-07     -0.315E-06
   863      0.234E-07     -0.314E-06
   864      0.258E-07     -0.314E-06
   865      0.282E-07     -0.314E-06
   866      0.306E-07     -0.314E-06
   867      0.330E-07     -0.314E-06
   868      0.355E-07     -0.314E-06
   869     -0.365E-07     -0.312E-06
   870     -0.340E-07     -0.312E-06
   871     -0.314E-07     -0.312E-06
   872     -0.290E-07     -0.312E-06
   873     -0.265E-07     -0.312E-06
   874     -0.240E-07     -0.312E-06
   875     -0.216E-07     -0.313E-06
   876     -0.191E-07     -0.313E-06
   877     -0.167E-07     -0.313E-06
   878     -0.143E-07     -0.313E-06
   879     -0.119E-07     -0.313E-06
   880     -0.946E-08     -0.313E-06
   881     -0.706E-08     -0.313E-06
   882     -0.467E-08     -0.313E-06
   883     -0.227E-08     -0.313E-06
   884      0.115E-09     -0.313E-06
   885      0.251E-08     -0.313E-06
   886      0.490E-08     -0.313E-06
   887      0.729E-08     -0.313E-06
   888      0.969E-08     -0.313E-06
   889      0.121E-07     -0.312E-06
   890      0.145E-07     -0.312E-06
   891      0.169E-07     -0.312E-06
   892      0.193E-07     -0.312E-06
   893      0.218E-07     -0.312E-06
   894      0.242E-07     -0.312E-06
   895      0.267E-07     -0.312E-06
   896      0.292E-07     -0.312E-06
   897      0.317E-07     -0.311E-06
   898      0.342E-07     -0.311E-06
   899      0.367E-07     -0.311E-06
   900     -0.377E-07     -0.309E-06
   901     -0.351E-07     -0.309E-06
   902     -0.325E-07     -0.310E-06
   903     -0.299E-07     -0.310E-06
   904     -0.273E-07     -0.310E-06
   905     -0.248E-07     -0.310E-06
   906     -0.223E-07     -0.310E-06
   907     -0.198E-07     -0.310E-06
   908     -0.172E-07     -0.310E-06
   909     -0.147E-07     -0.310E-06
   910     -0.123E-07     -0.310E-06
   911     -0.977E-08     -0.310E-06
   912     -0.729E-08     -0.310E-06
   913     -0.482E-08     -0.310E-06
   914     -0.235E-08     -0.310E-06
   915      0.120E-09     -0.310E-06
   916      0.259E-08     -0.310E-06
   917      0.506E-08     -0.310E-06
   918      0.753E-08     -0.310E-06
   919      0.100E-07     -0.310E-06
   920      0.125E-07     -0.310E-06
   921      0.150E-07     -0.310E-06
   922      0.175E-07     -0.310E-06
   923      0.200E-07     -0.310E-06
   924      0.225E-07     -0.309E-06
   925      0.250E-07     -0.309E-06
   926      0.276E-07     -0.309E-06
   927      0.301E-07     -0.309E-06
   928      0.327E-07     -0.309E-06
   929      0.353E-07     -0.309E-06
   930      0.379E-07     -0.308E-06
   931     -0.389E-07     -0.307E-06
   932     -0.362E-07     -0.307E-06
   933     -0.335E-07     -0.307E-06
   934     -0.309E-07     -0.307E-06
   935     -0.282E-07     -0.307E-06
   936     -0.256E-07     -0.307E-06
   937     -0.230E-07     -0.307E-06
   938     -0.204E-07     -0.307E-06
   939     -0.178E-07     -0.307E-06
   940     -0.152E-07     -0.307E-06
   941     -0.126E-07     -0.307E-06
   942     -0.101E-07     -0.307E-06
   943     -0.753E-08     -0.307E-06
   944     -0.497E-08     -0.307E-06
   945     -0.242E-08     -0.307E-06
   946      0.124E-09     -0.307E-06
   947      0.267E-08     -0.307E-06
   948      0.522E-08     -0.307E-06
   949      0.777E-08     -0.307E-06
   950      0.103E-07     -0.307E-06
   951      0.129E-07     -0.307E-06
   952      0.155E-07     -0.307E-06
   953      0.180E-07     -0.307E-06
   954      0.206E-07     -0.307E-06
   955      0.232E-07     -0.307E-06
   956      0.258E-07     -0.307E-06
   957      0.285E-07     -0.307E-06
   958      0.311E-07     -0.306E-06
   959      0.338E-07     -0.306E-06
   960      0.364E-07     -0.306E-06
   961      0.391E-07     -0.306E-06
   962     -0.401E-07     -0.304E-06
   963     -0.373E-07     -0.304E-06
   964     -0.346E-07     -0.304E-06
   965     -0.318E-07     -0.304E-06
   966     -0.291E-07     -0.304E-06
   967     -0.264E-07     -0.304E-06
   968     -0.237E-07     -0.304E-06
   969     -0.210E-07     -0.305E-06
   970     -0.183E-07     -0.305E-06
   971     -0.157E-07     -0.305E-06
   972     -0.130E-07     -0.305E-06
   973     -0.104E-07     -0.305E-06
   974     -0.776E-08     -0.305E-06
   975     -0.512E-08     -0.305E-06
   976     -0.250E-08     -0.305E-06
   977      0.128E-09     -0.305E-06
   978      0.275E-08     -0.305E-06
   979      0.538E-08     -0.305E-06
   980      0.801E-08     -0.305E-06
   981      0.106E-07     -0.304E-06
   982      0.133E-07     -0.304E-06
   983      0.159E-07     -0.304E-06
   984      0.186E-07     -0.304E-06
   985      0.213E-07     -0.304E-06
   986      0.239E-07     -0.304E-06
   987      0.266E-07     -0.304E-06
   988      0.293E-07     -0.304E-06
   989      0.321E-07     -0.304E-06
   990      0.348E-07     -0.303E-06
   991      0.376E-07     -0.303E-06
   992      0.403E-07     -0.303E-06
   993     -0.413E-07     -0.301E-06
   994     -0.384E-07     -0.301E-06
   995     -0.356E-07     -0.301E-06
   996     -0.327E-07     -0.301E-06
   997     -0.299E-07     -0.301E-06
   998     -0.272E-07     -0.302E-06
   999     -0.244E-07     -0.302E-06
  1000     -0.216E-07     -0.302E-06
  1001     -0.189E-07     -0.302E-06
  1002     -0.161E-07     -0.302E-06
  1003     -0.134E-07     -0.302E-06
  1004     -0.107E-07     -0.302E-06
  1005     -0.798E-08     -0.302E-06
  1006     -0.528E-08     -0.302E-06
  1007     -0.257E-08     -0.302E-06
  1008      0.133E-09     -0.302E-06
  1009      0.284E-08     -0.302E-06
  1010      0.554E-08     -0.302E-06
  1011      0.825E-08     -0.302E-06
  1012      0.110E-07     -0.302E-06
  1013      0.137E-07     -0.302E-06
  1014      0.164E-07     -0.301E-06
  1015      0.191E-07     -0.301E-06
  1016      0.219E-07     -0.301E-06
  1017      0.246E-07     -0.301E-06
  1018      0.274E-07     -0.301E-06
  1019      0.302E-07     -0.301E-06
  1020      0.330E-07     -0.301E-06
  1021      0.358E-07     -0.301E-06
  1022      0.387E-07     -0.300E-06
  1023      0.415E-07     -0.300E-06
  1024     -0.424E-07     -0.298E-06
  1025     -0.395E-07     -0.298E-06
  1026     -0.366E-07     -0.298E-06
  1027     -0.337E-07     -0.298E-06
  1028     -0.308E-07     -0.299E-06
  1029     -0.279E-07     -0.299E-06
  1030     -0.251E-07     -0.299E-06
  1031     -0.222E-07     -0.299E-06
  1032     -0.194E-07     -0.299E-06
  1033     -0.166E-07     -0.299E-06
  1034     -0.138E-07     -0.299E-06
  1035     -0.110E-07     -0.299E-06
  1036     -0.821E-08     -0.299E-06
  1037     -0.542E-08     -0.299E-06
  1038     -0.264E-08     -0.299E-06
  1039      0.137E-09     -0.299E-06
  1040      0.292E-08     -0.299E-06
  1041      0.570E-08     -0.299E-06
  1042      0.848E-08     -0.299E-06
  1043      0.113E-07     -0.299E-06
  1044      0.141E-07     -0.299E-06
  1045      0.169E-07     -0.299E-06
  1046      0.197E-07     -0.298E-06
  1047      0.225E-07     -0.298E-06
  1048      0.253E-07     -0.298E-06
  1049      0.282E-07     -0.298E-06
  1050      0.311E-07     -0.298E-06
  1051      0.339E-07     -0.298E-06
  1052      0.368E-07     -0.298E-06
  1053      0.398E-07     -0.297E-06
  1054      0.427E-07     -0.297E-06
  1055     -0.436E-07     -0.295E-06
  1056     -0.406E-07     -0.295E-06
  1057     -0.376E-07     -0.295E-06
  1058     -0.346E-07     -0.295E-06
  1059     -0.316E-07     -0.296E-06
  1060     -0.287E-07     -0.296E-06
  1061     -0.258E-07     -0.296E-06
  1062     -0.228E-07     -0.296E-06
  1063     -0.199E-07     -0.296E-06
  1064     -0.170E-07     -0.296E-06
  1065     -0.142E-07     -0.296E-06
  1066     -0.113E-07     -0.296E-06
  1067     -0.843E-08     -0.296E-06
  1068     -0.557E-08     -0.296E-06
  1069     -0.271E-08     -0.296E-06
  1070      0.142E-09     -0.296E-06
  1071      0.300E-08     -0.296E-06
  1072      0.585E-08     -0.296E-06
  1073      0.871E-08     -0.296E-06
  1074      0.116E-07     -0.296E-06
  1075      0.145E-07     -0.296E-06
  1076      0.173E-07     -0.296E-06
  1077      0.202E-07     -0.295E-06
  1078      0.231E-07     -0.295E-06
  1079      0.260E-07     -0.295E-06
  1080      0.290E-07     -0.295E-06
  1081      0.319E-07     -0.295E-06
  1082      0.349E-07     -0.295E-06
  1083      0.379E-07     -0.295E-06
  1084      0.409E-07     -0.294E-06
  1085      0.439E-07     -0.294E-06
  1086     -0.448E-07     -0.292E-06
  1087     -0.417E-07     -0.292E-06
  1088     -0.386E-07     -0.292E-06
  1089     -0.355E-07     -0.292E-06
  1090     -0.325E-07     -0.292E-06
  1091     -0.294E-07     -0.293E-06
  1092     -0.264E-07     -0.293E-06
  1093     -0.234E-07     -0.293E-06
  1094     -0.205E-07     -0.293E-06
  1095     -0.175E-07     -0.293E-06
  1096     -0.145E-07     -0.293E-06
  1097     -0.116E-07     -0.293E-06
  1098     -0.865E-08     -0.293E-06
  1099     -0.572E-08     -0.293E-06
  1100     -0.278E-08     -0.293E-06
  1101      0.146E-09     -0.293E-06
  1102      0.308E-08     -0.293E-06
  1103      0.601E-08     -0.293E-06
  1104      0.894E-08     -0.293E-06
  1105      0.119E-07     -0.293E-06
  1106      0.148E-07     -0.293E-06
  1107      0.178E-07     -0.292E-06
  1108      0.208E-07     -0.292E-06
  1109      0.237E-07     -0.292E-06
  1110      0.267E-07     -0.292E-06
  1111      0.297E-07     -0.292E-06
  1112      0.327E-07     -0.292E-06
  1113      0.358E-07     -0.292E-06
  1114      0.389E-07     -0.292E-06
  1115      0.419E-07     -0.291E-06
  1116      0.450E-07     -0.291E-06
  1117     -0.459E-07     -0.289E-06
  1118     -0.427E-07     -0.289E-06
  1119     -0.395E-07     -0.289E-06
  1120     -0.364E-07     -0.289E-06
  1121     -0.333E-07     -0.289E-06
  1122     -0.302E-07     -0.289E-06
  1123     -0.271E-07     -0.289E-06
  1124     -0.240E-07     -0.290E-06
  1125     -0.210E-07     -0.290E-06
  1126     -0.179E-07     -0.290E-06
  1127     -0.149E-07     -0.290E-06
  1128     -0.119E-07     -0.290E-06
  1129     -0.887E-08     -0.290E-06
  1130     -0.586E-08     -0.290E-06
  1131     -0.285E-08     -0.290E-06
  1132      0.151E-09     -0.290E-06
  1133      0.316E-08     -0.290E-06
  1134      0.616E-08     -0.290E-06
  1135      0.917E-08     -0.290E-06
  1136      0.122E-07     -0.289E-06
  1137      0.152E-07     -0.289E-06
  1138      0.182E-07     -0.289E-06
  1139      0.213E-07     -0.289E-06
  1140      0.243E-07     -0.289E-06
  1141      0.274E-07     -0.289E-06
  1142      0.305E-07     -0.289E-06
  1143      0.336E-07     -0.289E-06
  1144      0.367E-07     -0.289E-06
  1145      0.398E-07     -0.288E-06
  1146      0.430E-07     -0.288E-06
  1147      0.462E-07     -0.288E-06
  1148     -0.470E-07     -0.286E-06
  1149     -0.438E-07     -0.286E-06
  1150     -0.405E-07     -0.286E-06
  1151     -0.373E-07     -0.286E-06
  1152     -0.341E-07     -0.286E-06
  1153     -0.309E-07     -0.286E-06
  1154     -0.278E-07     -0.286E-06
  1155     -0.246E-07     -0.286E-06
  1156     -0.215E-07     -0.286E-06
  1157     -0.184E-07     -0.286E-06
  1158     -0.153E-07     -0.286E-06
  1159     -0.122E-07     -0.286E-06
  1160     -0.909E-08     -0.286E-06
  1161     -0.600E-08     -0.286E-06
  1162     -0.292E-08     -0.286E-06
  1163      0.155E-09     -0.286E-06
  1164      0.323E-08     -0.286E-06
  1165      0.631E-08     -0.286E-06
  1166      0.940E-08     -0.286E-06
  1167      0.125E-07     -0.286E-06
  1168      0.156E-07     -0.286E-06
  1169      0.187E-07     -0.286E-06
  1170      0.218E-07     -0.286E-06
  1171      0.249E-07     -0.286E-06
  1172      0.281E-07     -0.286E-06
  1173      0.312E-07     -0.286E-06
  1174      0.344E-07     -0.285E-06
  1175      0.376E-07     -0.285E-06
  1176      0.408E-07     -0.285E-06
  1177      0.441E-07     -0.285E-06
  1178      0.473E-07     -0.285E-06
  1179     -0.481E-07     -0.282E-06
  1180     -0.448E-07     -0.282E-06
  1181     -0.415E-07     -0.283E-06
  1182     -0.382E-07     -0.283E-06
  1183     -0.349E-07     -0.283E-06
  1184     -0.317E-07     -0.283E-06
  1185     -0.284E-07     -0.283E-06
  1186     -0.252E-07     -0.283E-06
  1187     -0.220E-07     -0.283E-06
  1188     -0.188E-07     -0.283E-06
  1189     -0.156E-07     -0.283E-06
  1190     -0.125E-07     -0.283E-06
  1191     -0.930E-08     -0.283E-06
  1192     -0.614E-08     -0.283E-06
  1193     -0.299E-08     -0.283E-06
  1194      0.160E-09     -0.283E-06
  1195      0.331E-08     -0.283E-06
  1196      0.646E-08     -0.283E-06
  1197      0.962E-08     -0.283E-06
  1198      0.128E-07     -0.283E-06
  1199      0.160E-07     -0.283E-06
  1200      0.191E-07     -0.283E-06
  1201      0.223E-07     -0.283E-06
  1202      0.255E-07     -0.283E-06
  1203      0.287E-07     -0.282E-06
  1204      0.320E-07     -0.282E-06
  1205      0.352E-07     -0.282E-06
  1206      0.385E-07     -0.282E-06
  1207      0.418E-07     -0.282E-06
  1208      0.451E-07     -0.282E-06
  1209      0.484E-07     -0.282E-06
  1210     -0.492E-07     -0.279E-06
  1211     -0.458E-07     -0.279E-06
  1212     -0.424E-07     -0.279E-06
  1213     -0.391E-07     -0.279E-06
  1214     -0.357E-07     -0.279E-06
  1215     -0.324E-07     -0.279E-06
  1216     -0.291E-07     -0.279E-06
  1217     -0.258E-07     -0.280E-06
  1218     -0.225E-07     -0.280E-06
  1219     -0.192E-07     -0.280E-06
  1220     -0.160E-07     -0.280E-06
  1221     -0.127E-07     -0.280E-06
  1222     -0.951E-08     -0.280E-06
  1223     -0.628E-08     -0.280E-06
  1224     -0.306E-08     -0.280E-06
  1225      0.164E-09     -0.280E-06
  1226      0.339E-08     -0.280E-06
  1227      0.661E-08     -0.280E-06
  1228      0.984E-08     -0.280E-06
  1229      0.131E-07     -0.279E-06
  1230      0.163E-07     -0.279E-06
  1231      0.196E-07     -0.279E-06
  1232      0.228E-07     -0.279E-06
  1233      0.261E-07     -0.279E-06
  1234      0.294E-07     -0.279E-06
  1235      0.327E-07     -0.279E-06
  1236      0.360E-07     -0.279E-06
  1237      0.394E-07     -0.279E-06
  1238      0.427E-07     -0.278E-06
  1239      0.461E-07     -0.278E-06
  1240      0.495E-07     -0.278E-06
  1241     -0.503E-07     -0.275E-06
  1242     -0.468E-07     -0.276E-06
  1243     -0.434E-07     -0.276E-06
  1244     -0.399E-07     -0.276E-06
  1245     -0.365E-07     -0.276E-06
  1246     -0.331E-07     -0.276E-06
  1247     -0.297E-07     -0.276E-06
  1248     -0.263E-07     -0.276E-06
  1249     -0.230E-07     -0.276E-06
  1250     -0.197E-07     -0.276E-06
  1251     -0.163E-07     -0.276E-06
  1252     -0.130E-07     -0.276E-06
  1253     -0.972E-08     -0.276E-06
  1254     -0.642E-08     -0.276E-06
  1255     -0.313E-08     -0.276E-06
  1256      0.169E-09     -0.276E-06
  1257      0.346E-08     -0.276E-06
  1258      0.676E-08     -0.276E-06
  1259      0.101E-07     -0.276E-06
  1260      0.134E-07     -0.276E-06
  1261      0.167E-07     -0.276E-06
  1262      0.200E-07     -0.276E-06
  1263      0.233E-07     -0.276E-06
  1264      0.267E-07     -0.276E-06
  1265      0.300E-07     -0.276E-06
  1266      0.334E-07     -0.275E-06
  1267      0.368E-07     -0.275E-06
  1268      0.402E-07     -0.275E-06
  1269      0.437E-07     -0.275E-06
  1270      0.471E-07     -0.275E-06
  1271      0.506E-07     -0.275E-06
  1272     -0.514E-07     -0.272E-06
  1273     -0.478E-07     -0.272E-06
  1274     -0.443E-07     -0.272E-06
  1275     -0.408E-07     -0.272E-06
  1276     -0.373E-07     -0.272E-06
  1277     -0.338E-07     -0.272E-06
  1278     -0.303E-07     -0.272E-06
  1279     -0.269E-07     -0.272E-06
  1280     -0.235E-07     -0.273E-06
  1281     -0.201E-07     -0.273E-06
  1282     -0.167E-07     -0.273E-06
  1283     -0.133E-07     -0.273E-06
  1284     -0.993E-08     -0.273E-06
  1285     -0.656E-08     -0.273E-06
  1286     -0.319E-08     -0.273E-06
  1287      0.173E-09     -0.273E-06
  1288      0.354E-08     -0.273E-06
  1289      0.690E-08     -0.273E-06
  1290      0.103E-07     -0.272E-06
  1291      0.136E-07     -0.272E-06
  1292      0.170E-07     -0.272E-06
  1293      0.204E-07     -0.272E-06
  1294      0.238E-07     -0.272E-06
  1295      0.272E-07     -0.272E-06
  1296      0.307E-07     -0.272E-06
  1297      0.341E-07     -0.272E-06
  1298      0.376E-07     -0.272E-06
  1299      0.411E-07     -0.272E-06
  1300      0.446E-07     -0.271E-06
  1301      0.482E-07     -0.271E-06
  1302      0.517E-07     -0.271E-06
  1303     -0.525E-07     -0.268E-06
  1304     -0.488E-07     -0.268E-06
  1305     -0.452E-07     -0.268E-06
  1306     -0.416E-07     -0.269E-06
  1307     -0.380E-07     -0.269E-06
  1308     -0.345E-07     -0.269E-06
  1309     -0.310E-07     -0.269E-06
  1310     -0.275E-07     -0.269E-06
  1311     -0.240E-07     -0.269E-06
  1312     -0.205E-07     -0.269E-06
  1313     -0.170E-07     -0.269E-06
  1314     -0.136E-07     -0.269E-06
  1315     -0.101E-07     -0.269E-06
  1316     -0.669E-08     -0.269E-06
  1317     -0.326E-08     -0.269E-06
  1318      0.177E-09     -0.269E-06
  1319      0.361E-08     -0.269E-06
  1320      0.705E-08     -0.269E-06
  1321      0.105E-07     -0.269E-06
  1322      0.139E-07     -0.269E-06
  1323      0.174E-07     -0.269E-06
  1324      0.208E-07     -0.269E-06
  1325      0.243E-07     -0.269E-06
  1326      0.278E-07     -0.268E-06
  1327      0.313E-07     -0.268E-06
  1328      0.348E-07     -0.268E-06
  1329      0.384E-07     -0.268E-06
  1330      0.419E-07     -0.268E-06
  1331      0.455E-07     -0.268E-06
  1332      0.491E-07     -0.268E-06
  1333      0.528E-07     -0.267E-06
  1334     -0.535E-07     -0.265E-06
  1335     -0.498E-07     -0.265E-06
  1336     -0.461E-07     -0.265E-06
  1337     -0.424E-07     -0.265E-06
  1338     -0.388E-07     -0.265E-06
  1339     -0.352E-07     -0.265E-06
  1340     -0.316E-07     -0.265E-06
  1341     -0.280E-07     -0.265E-06
  1342     -0.244E-07     -0.265E-06
  1343     -0.209E-07     -0.265E-06
  1344     -0.174E-07     -0.265E-06
  1345     -0.138E-07     -0.265E-06
  1346     -0.103E-07     -0.265E-06
  1347     -0.682E-08     -0.265E-06
  1348     -0.332E-08     -0.265E-06
  1349      0.182E-09     -0.265E-06
  1350      0.368E-08     -0.265E-06
  1351      0.719E-08     -0.265E-06
  1352      0.107E-07     -0.265E-06
  1353      0.142E-07     -0.265E-06
  1354      0.177E-07     -0.265E-06
  1355      0.213E-07     -0.265E-06
  1356      0.248E-07     -0.265E-06
  1357      0.284E-07     -0.265E-06
  1358      0.319E-07     -0.265E-06
  1359      0.355E-07     -0.265E-06
  1360      0.391E-07     -0.264E-06
  1361      0.428E-07     -0.264E-06
  1362      0.464E-07     -0.264E-06
  1363      0.501E-07     -0.264E-06
  1364      0.538E-07     -0.264E-06
  1365     -0.545E-07     -0.261E-06
  1366     -0.507E-07     -0.261E-06
  1367     -0.470E-07     -0.261E-06
  1368     -0.433E-07     -0.261E-06
  1369     -0.395E-07     -0.261E-06
  1370     -0.359E-07     -0.261E-06
  1371     -0.322E-07     -0.261E-06
  1372     -0.285E-07     -0.261E-06
  1373     -0.249E-07     -0.261E-06
  1374     -0.213E-07     -0.261E-06
  1375     -0.177E-07     -0.261E-06
  1376     -0.141E-07     -0.261E-06
  1377     -0.105E-07     -0.261E-06
  1378     -0.695E-08     -0.261E-06
  1379     -0.338E-08     -0.261E-06
  1380      0.186E-09     -0.261E-06
  1381      0.375E-08     -0.261E-06
  1382      0.733E-08     -0.261E-06
  1383      0.109E-07     -0.261E-06
  1384      0.145E-07     -0.261E-06
  1385      0.181E-07     -0.261E-06
  1386      0.217E-07     -0.261E-06
  1387      0.253E-07     -0.261E-06
  1388      0.289E-07     -0.261E-06
  1389      0.326E-07     -0.261E-06
  1390      0.362E-07     -0.261E-06
  1391      0.399E-07     -0.261E-06
  1392      0.436E-07     -0.260E-06
  1393      0.473E-07     -0.260E-06
  1394      0.511E-07     -0.260E-06
  1395      0.549E-07     -0.260E-06
  1396     -0.556E-07     -0.257E-06
  1397     -0.517E-07     -0.257E-06
  1398     -0.479E-07     -0.257E-06
  1399     -0.441E-07     -0.257E-06
  1400     -0.403E-07     -0.257E-06
  1401     -0.365E-07     -0.257E-06
  1402     -0.328E-07     -0.257E-06
  1403     -0.291E-07     -0.257E-06
  1404     -0.254E-07     -0.258E-06
  1405     -0.217E-07     -0.258E-06
  1406     -0.180E-07     -0.258E-06
  1407     -0.144E-07     -0.258E-06
  1408     -0.107E-07     -0.258E-06
  1409     -0.708E-08     -0.258E-06
  1410     -0.344E-08     -0.258E-06
  1411      0.190E-09     -0.258E-06
  1412      0.383E-08     -0.258E-06
  1413      0.746E-08     -0.258E-06
  1414      0.111E-07     -0.257E-06
  1415      0.148E-07     -0.257E-06
  1416      0.184E-07     -0.257E-06
  1417      0.221E-07     -0.257E-06
  1418      0.258E-07     -0.257E-06
  1419      0.294E-07     -0.257E-06
  1420      0.332E-07     -0.257E-06
  1421      0.369E-07     -0.257E-06
  1422      0.406E-07     -0.257E-06
  1423      0.444E-07     -0.257E-06
  1424      0.482E-07     -0.256E-06
  1425      0.521E-07     -0.256E-06
  1426      0.559E-07     -0.256E-06
  1427     -0.566E-07     -0.253E-06
  1428     -0.526E-07     -0.253E-06
  1429     -0.487E-07     -0.253E-06
  1430     -0.449E-07     -0.253E-06
  1431     -0.410E-07     -0.253E-06
  1432     -0.372E-07     -0.253E-06
  1433     -0.334E-07     -0.254E-06
  1434     -0.296E-07     -0.254E-06
  1435     -0.258E-07     -0.254E-06
  1436     -0.221E-07     -0.254E-06
  1437     -0.184E-07     -0.254E-06
  1438     -0.146E-07     -0.254E-06
  1439     -0.109E-07     -0.254E-06
  1440     -0.721E-08     -0.254E-06
  1441     -0.351E-08     -0.254E-06
  1442      0.194E-09     -0.254E-06
  1443      0.389E-08     -0.254E-06
  1444      0.760E-08     -0.254E-06
  1445      0.113E-07     -0.254E-06
  1446      0.150E-07     -0.253E-06
  1447      0.187E-07     -0.253E-06
  1448      0.225E-07     -0.253E-06
  1449      0.262E-07     -0.253E-06
  1450      0.300E-07     -0.253E-06
  1451      0.338E-07     -0.253E-06
  1452      0.376E-07     -0.253E-06
  1453      0.414E-07     -0.253E-06
  1454      0.452E-07     -0.253E-06
  1455      0.491E-07     -0.253E-06
  1456      0.530E-07     -0.252E-06
  1457      0.569E-07     -0.252E-06
  1458     -0.576E-07     -0.249E-06
  1459     -0.535E-07     -0.249E-06
  1460     -0.496E-07     -0.249E-06
  1461     -0.456E-07     -0.249E-06
  1462     -0.417E-07     -0.249E-06
  1463     -0.378E-07     -0.249E-06
  1464     -0.340E-07     -0.250E-06
  1465     -0.301E-07     -0.250E-06
  1466     -0.263E-07     -0.250E-06
  1467     -0.225E-07     -0.250E-06
  1468     -0.187E-07     -0.250E-06
  1469     -0.149E-07     -0.250E-06
  1470     -0.111E-07     -0.250E-06
  1471     -0.733E-08     -0.250E-06
  1472     -0.357E-08     -0.250E-06
  1473      0.198E-09     -0.250E-06
  1474      0.396E-08     -0.250E-06
  1475      0.773E-08     -0.250E-06
  1476      0.115E-07     -0.250E-06
  1477      0.153E-07     -0.249E-06
  1478      0.191E-07     -0.249E-06
  1479      0.229E-07     -0.249E-06
  1480      0.267E-07     -0.249E-06
